Paragraph_ID,Paragraph,Gold Annotation,structure_type,entity_type,relation_type,condition_type,noise_type
P0827,"The section initially presents the entity group and only afterwards restricts the relevant environment. In situations where condition epsilon, Exposure DD, Substance B, and, in certain accounts, Agent R change Index Chi. This phrasing stops the viewer from regarding the assertion as global. The encompassing language opposes a broad interpretation. The passage concisely observes that Marker F is occasionally mentioned with Indicator J in surface state orange; this stays irrelevant to the primary relation. That additional comment serves only as interference for the worker.","[{""e1"": ""Exposure DD"", ""e2"": ""Index Chi"", ""relation"": ""change"", ""condition"": ""condition epsilon""}, {""e1"": ""Substance B"", ""e2"": ""Index Chi"", ""relation"": ""change"", ""condition"": ""condition epsilon""}, {""e1"": ""Agent R"", ""e2"": ""Index Chi"", ""relation"": ""change"", ""condition"": ""condition epsilon""}]",leading_condition,nested,ambiguous,explicit,distractor_relation
P0828,"The report highlights that the identified arrangement relies on local environments. For group rho, Signal EE, Factor X, and, in a more limited version, Exposure T bear on Balance Sigma. No more broad assertions are authorized outside the defined framework. No more broad assertions are authorized outside the defined framework. Only after a mediating line does the passage clarify that the applicable environment is group rho. The worker must consequently disregard the neighboring but irrelevant hint.","[{""e1"": ""Signal EE"", ""e2"": ""Balance Sigma"", ""relation"": ""bear on"", ""condition"": ""group rho""}, {""e1"": ""Factor X"", ""e2"": ""Balance Sigma"", ""relation"": ""bear on"", ""condition"": ""group rho""}, {""e1"": ""Exposure T"", ""e2"": ""Balance Sigma"", ""relation"": ""bear on"", ""condition"": ""group rho""}]",leading_condition,nested,ambiguous,explicit,sentence_distance
P0831,"The report starts by observing that the connection varies across environments. Especially in context nu, Factor GG, Input K, and, in a more limited version, Intervention H alter Indicator Tau. The section never separates the link from context nu. The encompassing language opposes a broad interpretation. Subsequently, they are mentioned again via the expression 'that signal,' yet that repetition does not introduce a new labeling set. The worker must consequently disregard the neighboring but irrelevant hint.","[{""e1"": ""Factor GG"", ""e2"": ""Indicator Tau"", ""relation"": ""alter"", ""condition"": ""context nu""}, {""e1"": ""Input K"", ""e2"": ""Indicator Tau"", ""relation"": ""alter"", ""condition"": ""context nu""}, {""e1"": ""Intervention H"", ""e2"": ""Indicator Tau"", ""relation"": ""alter"", ""condition"": ""context nu""}]",leading_condition,nested,ambiguous,natural,coreference_noise
P0832,"The text distinctly segregates one environment from another before identifying the outcome. Particularly when group rho, the applicable trend is that Marker M, Intervention H, and, in numerous overviews, Agent BB relate to Outcome P. The section never separates the link from group rho. Naught within the passage transforms the context-restricted finding into a universal principle. Feature L is analyzed near Indicator J under background state amber, but that peripheral observation is not regarding Outcome P. That additional comment serves only as interference for the worker.","[{""e1"": ""Marker M"", ""e2"": ""Outcome P"", ""relation"": ""relate to"", ""condition"": ""group rho""}, {""e1"": ""Intervention H"", ""e2"": ""Outcome P"", ""relation"": ""relate to"", ""condition"": ""group rho""}, {""e1"": ""Agent BB"", ""e2"": ""Outcome P"", ""relation"": ""relate to"", ""condition"": ""group rho""}]",leading_condition,nested,ambiguous,natural,distractor_relation
P0833,"The section indicates at the outset that environment is vital for interpretation. Depending on condition gamma, the applicable trend is that Compound N, Trigger J, and, in certain accounts, Module CC alter Profile Psi. The passage never separates the link from condition gamma. Naught within the segment transforms the context-restricted finding into a universal principle. A central line postpones the situational data, so the viewer must link the relation back to condition gamma. The worker must consequently disregard the neighboring but irrelevant hint.","[{""e1"": ""Compound N"", ""e2"": ""Profile Psi"", ""relation"": ""alter"", ""condition"": ""condition gamma""}, {""e1"": ""Trigger J"", ""e2"": ""Profile Psi"", ""relation"": ""alter"", ""condition"": ""condition gamma""}, {""e1"": ""Module CC"", ""e2"": ""Profile Psi"", ""relation"": ""alter"", ""condition"": ""condition gamma""}]",leading_condition,nested,ambiguous,natural,sentence_distance
P0834,"The section indicates at the outset that environment is vital for interpretation. Especially in state eta, the report ties Agent R, Element L, and, in certain records, Exposure DD to a situation where it influences Symptom Q. The analysis concludes by maintaining the situational boundary of the declaration. The analysis concludes by maintaining the situational boundary of the declaration. A peripheral remark says that the testimony is not always fully detailed, but the primary set is still clear enough to label. The nearby labeling objective stays linked to state eta.","[{""e1"": ""Agent R"", ""e2"": ""Symptom Q"", ""relation"": ""influences"", ""condition"": ""state eta""}, {""e1"": ""Element L"", ""e2"": ""Symptom Q"", ""relation"": ""influences"", ""condition"": ""state eta""}, {""e1"": ""Exposure DD"", ""e2"": ""Symptom Q"", ""relation"": ""influences"", ""condition"": ""state eta""}]",leading_condition,nested,ambiguous,natural,partial_information
P0836,"The arrangement is treated with care because it does not apply broadly. In the presence of group kappa, Element L, Module CC, and, in a more limited version, Substance B are portrayed as those that are connected to Effect R. The section never separates the link from group kappa. The analysis concludes by maintaining the situational boundary of the declaration. The passage then employs a shortened mention of the prior entity arrangement. The nearby labeling objective stays linked to group kappa.","[{""e1"": ""Element L"", ""e2"": ""Effect R"", ""relation"": ""are connected to"", ""condition"": ""group kappa""}, {""e1"": ""Module CC"", ""e2"": ""Effect R"", ""relation"": ""are connected to"", ""condition"": ""group kappa""}, {""e1"": ""Substance B"", ""e2"": ""Effect R"", ""relation"": ""are connected to"", ""condition"": ""group kappa""}]",leading_condition,nested,ambiguous,contrastive,coreference_noise
P0837,"The chronicle provides space for both reinforcing and conflicting indicators. Given phase sigma, the applicable trend is that Drug Y, Exposure T, and, in a more limited version, Protein Z influence State U. The section never separates the link from phase sigma. The concluding line leaves the relation clearly restricted by the premise. A neighboring remark mentions Outcome H, which is analyzed near Factor C under surface state orange, although it never connects back to State U. The worker must consequently disregard the neighboring but irrelevant hint.","[{""e1"": ""Drug Y"", ""e2"": ""State U"", ""relation"": ""influence"", ""condition"": ""phase sigma""}, {""e1"": ""Exposure T"", ""e2"": ""State U"", ""relation"": ""influence"", ""condition"": ""phase sigma""}, {""e1"": ""Protein Z"", ""e2"": ""State U"", ""relation"": ""influence"", ""condition"": ""phase sigma""}]",leading_condition,nested,ambiguous,contrastive,distractor_relation
P0838,"The report distinctly segregates one environment from another before identifying the outcome. When state theta, the account says that Intervention H, Mechanism AA, and, in certain records, Factor GG alter Effect R. The section concludes without broadening the declaration beyond the defined framework. The section concludes without broadening the declaration beyond the defined framework. A central line postpones the situational data, so the viewer must link the relation back to state theta. The worker must consequently disregard the neighboring but irrelevant hint.","[{""e1"": ""Intervention H"", ""e2"": ""Effect R"", ""relation"": ""alter"", ""condition"": ""state theta""}, {""e1"": ""Mechanism AA"", ""e2"": ""Effect R"", ""relation"": ""alter"", ""condition"": ""state theta""}, {""e1"": ""Factor GG"", ""e2"": ""Effect R"", ""relation"": ""alter"", ""condition"": ""state theta""}]",leading_condition,nested,ambiguous,contrastive,sentence_distance
P0839,"The proof is presented as situational rather than universal. During context tau, the account says that Intervention FF, Drug Y, and, in numerous overviews, Signal V change Symptom Q. The nearby language keeps the assertion restricted to context tau. The encompassing language opposes a broad interpretation. A peripheral remark says that the testimony is not always fully detailed, but the primary set is still clear enough to label. The worker must consequently disregard the neighboring but irrelevant hint.","[{""e1"": ""Intervention FF"", ""e2"": ""Symptom Q"", ""relation"": ""change"", ""condition"": ""context tau""}, {""e1"": ""Drug Y"", ""e2"": ""Symptom Q"", ""relation"": ""change"", ""condition"": ""context tau""}, {""e1"": ""Signal V"", ""e2"": ""Symptom Q"", ""relation"": ""change"", ""condition"": ""context tau""}]",leading_condition,nested,ambiguous,contrastive,partial_information
